tweet_id,timestamp,source_basic,text,name,dog_stage,retweet_count,favorite_count,dog_rating
888078434458587136,2017-07-20 16:49:33,IPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,,2885.0,19095.0,1.2
887705289381826560,2017-07-19 16:06:48,IPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,,4520.0,26523.0,1.3
887517139158093824,2017-07-19 03:39:09,IPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,Nil,,9814.0,40557.0,1.4
887473957103951883,2017-07-19 00:47:34,IPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,,14968.0,59964.0,1.3
887343217045368832,2017-07-18 16:08:03,IPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,,8785.0,29475.0,1.3
887101392804085760,2017-07-18 00:07:08,IPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,None,,4972.0,26880.0,1.2
886983233522544640,2017-07-17 16:17:36,IPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,,6289.0,30254.0,1.3
886736880519319552,2017-07-16 23:58:41,IPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,,2619.0,10461.0,1.3
886680336477933568,2017-07-16 20:14:00,IPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,,3723.0,19655.0,1.3
886366144734445568,2017-07-15 23:25:31,IPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,2613.0,18495.0,1.2
886258384151887873,2017-07-15 16:17:19,IPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,,5259.0,24441.0,1.3
885984800019947520,2017-07-14 22:10:11,IPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,,5590.0,28491.0,1.2
885528943205470208,2017-07-13 15:58:47,IPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,,5308.0,31497.0,1.3
885167619883638784,2017-07-12 16:03:00,IPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,,3654.0,19187.0,1.3
884925521741709313,2017-07-12 00:01:00,IPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,,14953.0,66958.0,1.2
884876753390489601,2017-07-11 20:47:12,IPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,,4642.0,24293.0,1.3
884562892145688576,2017-07-11 00:00:02,IPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,,3896.0,21239.0,1.3
884441805382717440,2017-07-10 15:58:53,IPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,,4779.0,23788.0,1.4
884162670584377345,2017-07-09 21:29:42,IPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,2493.0,17890.0,1.2
883838122936631299,2017-07-09 00:00:04,IPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,,2849.0,19083.0,1.2
883482846933004288,2017-07-08 00:28:19,IPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,8231.0,40040.0,0.5
883360690899218434,2017-07-07 16:22:55,IPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,3061.0,19881.0,1.3
883117836046086144,2017-07-07 00:17:54,IPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,,5512.0,32389.0,1.3
882992080364220416,2017-07-06 15:58:11,IPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,3231.0,20910.0,1.3
882762694511734784,2017-07-06 00:46:41,IPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,4080.0,24696.0,1.2
882627270321602560,2017-07-05 15:48:34,IPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,5046.0,24520.0,1.3
882268110199369728,2017-07-04 16:01:23,IPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,9586.0,39061.0,1.3
882045870035918850,2017-07-04 01:18:17,IPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,4069.0,25621.0,1.3
881906580714921986,2017-07-03 16:04:48,IPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,2842.0,21377.0,1.2
881666595344535552,2017-07-03 00:11:11,IPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,,8921.0,44402.0,1.3
881536004380872706,2017-07-02 15:32:16,IPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",Nil,pupper,13353.0,43294.0,1.4
881268444196462592,2017-07-01 21:49:04,IPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,4486.0,20423.0,1.2
880935762899988482,2017-06-30 23:47:07,IPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,2328.0,15001.0,1.3
880872448815771648,2017-06-30 19:35:32,IPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,,3193.0,18651.0,1.2
880465832366813184,2017-06-29 16:39:47,IPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,5195.0,24924.0,1.2
880221127280381952,2017-06-29 00:27:25,IPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,3451.0,23572.0,1.2
880095782870896641,2017-06-28 16:09:20,IPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,,3637.0,24229.0,1.1
879862464715927552,2017-06-28 00:42:13,IPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,2916.0,19638.0,1.3
879492040517615616,2017-06-27 00:10:17,IPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,2620.0,20644.0,1.2
879415818425184262,2017-06-26 19:07:24,IPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,37252.0,92498.0,1.3
879376492567855104,2017-06-26 16:31:08,IPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,2634.0,14796.0,1.2
879050749262655488,2017-06-25 18:56:45,IPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,3938.0,19747.0,1.1
879008229531029506,2017-06-25 16:07:47,IPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,2233.0,16719.0,1.3
878776093423087618,2017-06-25 00:45:22,IPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,3422.0,17069.0,1.3
878281511006478336,2017-06-23 16:00:04,IPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,1071.0,6757.0,1.3
878057613040115712,2017-06-23 01:10:23,IPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,5714.0,37016.0,1.4
877736472329191424,2017-06-22 03:54:17,IPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,15739.0,68969.0,1.3
877556246731214848,2017-06-21 15:58:08,IPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,3154.0,19836.0,1.2
877316821321428993,2017-06-21 00:06:44,IPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,4323.0,24062.0,1.3
877201837425926144,2017-06-20 16:29:50,IPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,4606.0,23785.0,1.2
876838120628539392,2017-06-19 16:24:33,IPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,2795.0,18163.0,1.2
876484053909872640,2017-06-18 16:57:37,IPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,,1991.0,16511.0,1.3
876120275196170240,2017-06-17 16:52:05,IPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,,3891.0,24613.0,1.3
875747767867523072,2017-06-16 16:11:53,IPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,,3566.0,22032.0,1.3
875144289856114688,2017-06-15 00:13:52,IPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,,4134.0,19365.0,1.3
875021211251597312,2017-06-14 16:04:48,IPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,None,,3956.0,22489.0,1.2
874680097055178752,2017-06-13 17:29:20,IPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,,3908.0,24508.0,1.2
874296783580663808,2017-06-12 16:06:11,IPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,pupper,3472.0,22890.0,1.3
874057562936811520,2017-06-12 00:15:36,IPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",None,,3369.0,20051.0,1.2
874012996292530176,2017-06-11 21:18:31,IPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,puppo,8556.0,30026.0,1.3
873580283840344065,2017-06-10 16:39:04,IPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",None,,3333.0,21315.0,1.3
873213775632977920,2017-06-09 16:22:42,IPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,pupper,1327.0,6299.0,1.2
872967104147763200,2017-06-09 00:02:31,IPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,None,doggo,4546.0,23976.0,1.2
872820683541237760,2017-06-08 14:20:41,IPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",None,,3158.0,13023.0,1.3
872620804844003328,2017-06-08 01:06:27,IPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,,3058.0,18263.0,1.3
872486979161796608,2017-06-07 16:14:40,IPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,None,,7690.0,35987.0,1.2
872261713294495745,2017-06-07 01:19:32,IPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Harry,,,,1.3
872122724285648897,2017-06-06 16:07:15,IPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,,6808.0,30108.0,1.2
871879754684805121,2017-06-06 00:01:46,IPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,,9213.0,32971.0,1.3
871762521631449091,2017-06-05 16:15:56,IPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,pupper,2959.0,17816.0,1.2
871515927908634625,2017-06-04 23:56:03,IPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,doggo,2927.0,17844.0,1.2
871032628920680449,2017-06-03 15:55:36,IPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,,3214.0,20103.0,1.3
870804317367881728,2017-06-03 00:48:22,IPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,None,,5266.0,29710.0,1.1
870656317836468226,2017-06-02 15:00:16,IPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,,2190.0,10856.0,1.3
870374049280663552,2017-06-01 20:18:38,IPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,,22672.0,73726.0,1.3
870308999962521604,2017-06-01 16:00:09,IPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,,3537.0,19419.0,1.3
870063196459192321,2017-05-31 23:43:25,IPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,Clifford,,7053.0,32322.0,1.4
869772420881756160,2017-05-31 04:27:59,IPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,,8663.0,37891.0,1.3
869702957897576449,2017-05-30 23:51:58,IPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,,5366.0,24971.0,1.3
869596645499047938,2017-05-30 16:49:31,IPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,doggo,2629.0,14137.0,1.2
869227993411051520,2017-05-29 16:24:37,IPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,,3192.0,18081.0,1.3
868880397819494401,2017-05-28 17:23:24,IPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,,12208.0,57730.0,1.4
868622495443632128,2017-05-28 00:18:35,IPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,None,,4447.0,23568.0,1.3
868552278524837888,2017-05-27 19:39:34,IPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,,1744.0,8940.0,1.2
867900495410671616,2017-05-26 00:29:37,IPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",None,,3555.0,21527.0,1.2
867774946302451713,2017-05-25 16:10:44,IPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Harold,,6229.0,30150.0,1.3
867421006826221569,2017-05-24 16:44:18,IPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,Shikha,puppo,2109.0,14296.0,1.2
867051520902168576,2017-05-23 16:16:06,IPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",None,,6755.0,28609.0,1.3
866686824827068416,2017-05-22 16:06:55,IPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,Lili,,2954.0,17069.0,1.2
866450705531457537,2017-05-22 00:28:40,IPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",Jamesy,pupper,30078.0,108500.0,1.3
866334964761202691,2017-05-21 16:48:45,IPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,Coco,,12164.0,46430.0,1.2
865718153858494464,2017-05-19 23:57:46,IPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",Boomer,,4819.0,22851.0,1.3
865359393868664832,2017-05-19 00:12:11,IPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,Sammy,,4273.0,23512.0,1.3
865006731092295680,2017-05-18 00:50:50,IPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,Nelly,,6638.0,24966.0,1.3
864873206498414592,2017-05-17 16:00:15,IPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,None,,7478.0,28753.0,1.4
864279568663928832,2017-05-16 00:41:21,IPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,Meatball,,2571.0,13029.0,1.2
864197398364647424,2017-05-15 19:14:50,IPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,Paisley,,7559.0,26551.0,1.3
863907417377173506,2017-05-15 00:02:33,IPhone,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,Albus,,3579.0,18369.0,1.3
863553081350529029,2017-05-14 00:34:33,IPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,Neptune,,3614.0,13639.0,1.3
863432100342583297,2017-05-13 16:33:49,IPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,Belle,,4545.0,21224.0,1.2
863079547188785154,2017-05-12 17:12:53,IPhone,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 https://t.co/lVU5GyNFen",None,,949.0,7868.0,1.4
863062471531167744,2017-05-12 16:05:02,IPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",Quinn,,2087.0,7497.0,1.3
862831371563274240,2017-05-12 00:46:44,IPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",Zooey,,4446.0,17176.0,1.3
862722525377298433,2017-05-11 17:34:13,IPhone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",Dave,,3077.0,15285.0,1.1
862457590147678208,2017-05-11 00:01:27,IPhone,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb",Jersey,,4232.0,18214.0,1.3
862096992088072192,2017-05-10 00:08:34,IPhone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,None,,19918.0,65990.0,1.3
861383897657036800,2017-05-08 00:54:59,IPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,Hobbes,,9235.0,32191.0,1.3
